user_id,post_type,post_length,likes,comments,shares,engagement_rate,user_followers,post_category,post_hour,is_weekend,user_verified,spam_flag
883,text,178,107,77,25,4.149970548,7045,technology,20,1,0,1
884,text,179,370,98,48,1.387591998,2500,sports,6,1,1,1
885,image,109,284,47,37,1.46091865,5901,sports,21,1,0,1
886,image,97,58,97,22,3.542418654,2443,food,7,0,0,0
887,text,78,124,9,21,2.322504944,452,sports,23,1,0,0
888,image,146,353,98,3,4.691949832,3055,fashion,7,0,1,0
889,text,59,272,74,48,0.900543807,1118,technology,18,0,1,0
890,image,291,106,10,8,2.801865384,1279,technology,14,1,1,0
891,text,107,298,84,3,4.633346887,5293,fashion,15,1,1,1
892,text,,244,20,6,,3636,food,21,1,0,0
893,text,281,335,85,22,1.20438146,2602,fashion,22,1,1,0
894,image,,449,44,1,,3919,fashion,8,1,0,1
895,image,77,417,6,48,3.2860463,6955,technology,11,0,1,1
896,image,252,246,80,23,1.217276981,1079,food,15,1,1,0
897,text,296,7,63,39,4.856099774,1076,sports,3,0,0,1
898,image,83,140,63,30,4.616371979,9663,fashion,4,0,0,1
899,image,57,361,1,46,1.251275806,2380,fashion,7,0,0,1
900,text,236,7,75,30,1.045199576,5997,food,0,0,1,0
901,video,263,477,41,46,0.884338173,207,fashion,5,1,1,1
902,text,249,351,81,39,4.592496488,9264,food,14,1,0,0
903,image,226,483,53,47,1.371307144,1726,sports,3,0,1,1
904,text,128,494,74,42,2.373282178,8995,food,20,0,0,0
905,video,194,93,15,33,2.519831145,6329,sports,10,1,1,0
906,text,237,320,17,23,3.195549699,6977,food,4,0,0,0
907,image,136,426,98,48,0.822809047,974,fashion,17,1,0,1
908,video,137,38,58,25,1.520413778,5643,sports,23,0,1,1
909,image,222,80,89,15,4.691706741,3909,fashion,14,1,0,1
910,video,260,186,15,46,4.587845483,2207,sports,17,0,1,0
911,video,118,83,5,12,4.015807913,9565,food,19,0,1,1
912,text,209,87,56,14,0.587305605,659,food,12,0,0,1
913,text,221,241,46,26,1.971530458,8408,food,4,1,0,0
914,image,242,341,47,3,3.325814309,5069,technology,0,1,1,1
915,text,136,92,41,15,1.738355953,3146,technology,21,1,1,0
916,text,150,85,75,29,4.593140128,143,sports,17,0,0,1
917,video,57,43,59,43,3.352502578,608,technology,13,0,0,0
918,text,126,136,76,29,0.823580228,6207,food,4,0,0,0
919,video,249,420,3,35,4.59052515,3539,technology,5,0,1,1
920,video,298,73,1,2,4.809949962,4028,technology,23,0,1,0
921,video,136,35,89,21,0.849705883,5511,fashion,15,0,1,1
922,image,92,100,58,48,2.895621057,1016,sports,21,1,0,1
923,image,178,475,26,21,1.86513927,898,sports,20,1,0,1
924,image,158,155,26,49,2.267775844,5071,sports,11,1,1,1
925,video,228,425,78,49,1.308430481,1860,technology,19,0,1,0
926,image,201,254,71,48,3.101324459,3375,food,17,1,0,0
927,image,276,170,6,11,4.81090709,918,fashion,1,0,1,0
928,text,201,468,62,20,2.763826701,5140,sports,22,0,0,1
929,image,66,215,45,3,0.873115616,3165,technology,20,1,0,1
930,image,182,169,62,30,3.290006001,3359,food,22,0,0,0
931,video,197,251,11,43,2.031003475,1006,fashion,12,0,1,0
932,video,70,359,12,30,4.351663353,702,fashion,16,0,1,1
933,video,281,321,42,22,2.456051667,4395,sports,16,0,0,1
934,video,107,54,16,19,1.36777824,3627,sports,15,0,0,1
935,video,208,455,62,14,1.359975302,4643,food,20,1,1,0
936,video,159,431,80,22,3.959438813,1911,technology,17,1,0,1
937,image,,90,35,27,,9132,food,7,0,1,0
938,video,188,277,84,15,3.952550274,8063,sports,2,0,1,1
939,video,229,100,7,36,1.426492898,5349,food,16,1,1,0
940,text,192,154,68,20,1.947588659,4715,technology,17,1,0,1
941,image,260,376,89,14,2.594691376,9328,fashion,22,1,0,0
942,image,184,348,79,16,4.744381324,9016,fashion,5,0,0,0
943,image,292,450,35,49,4.692791411,6866,fashion,7,1,0,0
944,video,77,363,27,36,1.430923439,9279,fashion,22,1,1,1
945,video,100,140,92,12,2.111985686,902,sports,12,0,0,0
946,video,284,172,46,18,1.172297248,2682,sports,7,0,1,0
947,text,235,9,75,29,2.794932857,6545,technology,18,1,0,1
948,video,54,227,29,44,2.572621478,3937,technology,5,0,0,0
949,text,54,264,22,17,4.553420731,8818,technology,22,1,0,0
950,image,143,437,15,13,4.6850242,1765,technology,14,1,0,1
951,video,295,247,13,35,2.22605326,9430,food,9,0,0,0
952,text,,246,73,35,,8751,technology,16,0,1,1
953,text,57,154,70,19,4.533063121,7075,fashion,0,1,0,0
954,video,113,33,51,18,4.130185135,2652,fashion,6,0,0,1
955,image,,498,36,44,,7575,fashion,12,0,0,0
956,image,87,128,28,43,1.940268039,2908,food,2,0,0,0
957,image,160,159,66,6,2.397984089,5733,technology,18,0,0,0
958,text,273,88,14,43,1.533723277,6196,fashion,14,0,1,1
959,text,161,92,99,3,1.398072272,8923,fashion,4,0,0,0
960,text,269,326,46,33,0.67003028,2556,fashion,10,0,1,0
961,text,130,240,45,1,3.395163763,9273,fashion,21,1,0,1
962,image,272,322,51,4,1.681296307,5523,sports,17,0,1,1
963,video,,467,18,9,,4417,technology,2,1,0,1
964,text,153,403,76,31,1.539406897,1656,technology,5,0,0,0
965,text,202,116,20,41,4.108612788,2305,food,2,1,1,0
966,image,122,93,63,40,4.331701317,4055,sports,4,0,0,0
967,video,243,162,36,12,2.673798103,9213,food,8,1,1,1
968,video,256,98,26,38,2.372318017,6905,fashion,18,0,0,1
969,image,227,112,54,4,4.900341621,504,food,12,1,1,0
970,image,244,358,28,9,1.402540968,1720,fashion,5,0,1,0
971,video,98,90,19,9,1.469116773,3052,fashion,10,0,1,1
972,text,85,345,24,37,1.813402297,8180,technology,20,1,0,1
973,video,175,205,69,26,1.277407932,3218,technology,20,1,1,1
974,image,117,16,62,20,2.207145192,7480,technology,13,0,0,0
975,text,127,273,35,7,4.598754021,6730,technology,5,1,1,1
976,text,154,172,1,0,3.269065283,9886,technology,5,1,1,1
977,image,218,115,21,27,2.353759469,665,sports,16,0,1,1
978,image,,348,95,48,,4899,technology,10,1,0,1
979,image,171,467,15,38,0.718089046,7770,food,14,0,0,0
980,video,168,180,17,13,1.446242801,2968,fashion,8,1,0,1
981,video,239,90,68,20,3.046498723,9149,technology,20,0,1,0
982,text,163,81,53,29,3.269986804,9576,sports,16,1,0,0
983,image,59,323,99,20,0.67800878,8876,food,23,0,0,1
984,text,198,448,29,48,2.313674411,4427,food,6,0,1,1
985,text,213,113,44,8,3.421192842,6513,fashion,6,1,1,0
986,text,189,256,18,16,3.641317459,7714,food,20,1,0,1
987,text,,57,86,4,,1345,food,0,0,0,0
988,image,281,153,33,30,1.94253451,8343,food,7,0,0,1
989,text,51,364,12,39,0.920840556,637,food,4,1,1,0
990,image,167,403,42,37,2.422006009,640,sports,18,1,1,0
991,image,62,115,61,42,1.079394968,914,fashion,7,1,1,0
992,video,230,342,92,18,4.764306463,1515,technology,16,1,1,1
993,image,209,265,99,35,2.638268897,1752,food,18,1,1,0
994,video,144,314,21,49,1.927666285,4162,sports,11,1,0,0
995,image,193,202,51,32,3.94836832,2456,fashion,22,0,0,1
996,image,81,40,51,12,2.740768667,3910,technology,14,1,0,1
997,image,81,104,35,13,1.895153108,9155,fashion,3,1,1,0
998,video,173,388,72,32,4.153854841,285,sports,22,1,1,0
999,video,275,377,18,28,4.40218468,1651,sports,11,1,0,1
1000,text,60,192,37,42,3.528536748,7113,sports,12,0,0,0
1001,video,59,400,69,48,0.711339901,861,food,13,0,0,1
1002,video,64,277,78,35,3.048452961,9571,sports,4,0,1,1
1003,video,66,353,56,43,3.934827104,6263,technology,21,0,1,1
1004,video,217,236,19,9,1.114263554,7735,food,15,1,1,0
1005,text,195,424,8,30,1.529018381,3381,fashion,6,0,1,1
1006,video,232,220,31,5,4.471227973,1636,technology,14,1,1,0
1007,image,250,67,3,0,0.590547748,6301,food,12,1,0,0
1008,image,202,196,49,6,3.88727212,3264,sports,15,0,0,1
1009,video,281,255,81,26,2.631979816,2870,fashion,11,0,1,1
1010,video,108,138,4,20,2.510474715,7499,sports,6,1,1,1
1011,image,127,311,19,27,0.531934396,3945,technology,15,0,0,1
1012,image,173,434,86,15,4.187292039,3535,technology,22,0,1,0
1013,text,299,148,74,45,2.119212053,4810,food,22,1,1,0
1014,image,266,98,36,22,2.933445341,661,technology,12,1,0,1
1015,image,163,75,21,19,3.547853089,4817,fashion,22,1,1,0
1016,video,71,281,57,37,3.661833094,7723,food,2,1,1,1
1017,image,293,370,67,24,4.801910265,7287,fashion,14,1,0,0
1018,text,207,402,92,27,2.89102979,2280,sports,2,0,1,0
1019,image,261,108,43,4,2.298737979,2060,fashion,6,1,1,0
1020,video,262,187,33,20,4.791666319,3979,fashion,17,1,0,1
1021,video,221,198,76,17,3.389496058,5253,technology,13,1,0,0
1022,image,81,302,41,46,1.841676603,7135,sports,17,0,1,0
1023,video,228,326,8,5,1.069089104,3370,technology,18,1,0,0
1024,text,223,153,94,28,4.291495257,4787,sports,13,1,0,0
1025,text,162,39,6,18,2.129817213,682,sports,19,0,1,1
1026,image,169,132,67,32,3.472113746,9905,fashion,5,1,0,0
1027,image,198,404,18,0,2.618673887,9393,technology,7,1,1,1
1028,image,276,461,93,44,1.395184009,388,fashion,6,1,0,1
1029,video,171,131,30,2,3.207589739,5764,fashion,19,0,0,0
1030,text,81,278,34,41,0.77307381,8079,fashion,17,0,1,0
1031,text,271,361,56,20,2.360041069,3959,sports,17,1,1,1
1032,video,168,83,84,34,2.959767228,3160,technology,14,1,1,1
1033,text,88,398,60,40,2.462211384,1283,technology,19,1,0,1
1034,image,290,241,30,39,3.869024789,4435,fashion,21,0,1,0
1035,image,,115,82,2,,1546,sports,18,0,1,0
1036,image,282,108,94,24,3.970593833,6779,technology,21,0,0,1
1037,text,224,220,52,44,0.674658265,6313,food,20,0,0,1
1038,image,67,391,31,37,1.373579467,2003,technology,20,0,0,1
1039,video,198,40,65,44,2.914733792,7994,fashion,1,0,1,0
1040,video,190,367,58,19,4.706699182,9369,food,7,1,0,0
1041,text,198,146,9,43,4.257305488,2477,sports,20,0,0,1
1042,video,175,111,1,44,4.291405288,947,food,10,1,1,0
1043,video,185,102,65,33,1.864436872,7470,food,17,0,0,1
1044,text,95,45,59,20,2.432515537,6441,fashion,22,1,0,0
1045,image,153,411,87,47,2.618176763,1339,technology,12,0,1,1
1046,image,287,493,16,22,1.208172125,5700,sports,8,1,0,0
1047,image,184,474,95,5,0.639806586,9624,food,8,1,1,0
1048,text,200,323,15,12,4.761063048,4891,fashion,16,1,1,0
1049,video,285,377,15,48,1.583206635,2465,technology,6,0,1,0
1050,image,273,270,45,22,1.579770067,5155,food,8,0,1,0
1051,image,252,482,38,8,0.875205742,5722,fashion,21,0,1,0
1052,text,135,420,30,16,4.678284884,472,fashion,0,1,0,0
1053,image,199,384,87,1,3.108817017,7883,fashion,1,1,1,1
1054,text,284,194,0,18,3.501665857,2049,sports,3,1,1,1
1055,video,138,366,10,18,4.602095993,344,technology,13,0,1,1
1056,text,71,279,84,6,2.05529076,7895,food,3,0,1,0
1057,text,141,282,3,41,3.2967829,5872,technology,1,1,0,0
1058,text,78,39,70,41,0.674597546,224,technology,7,0,0,0
1059,text,62,446,25,19,1.340476377,2019,food,17,0,0,1
1060,video,259,188,49,8,4.240606123,9927,technology,18,0,1,1
1061,video,51,163,11,16,3.950457604,9717,sports,13,0,0,1
1062,image,78,481,94,26,2.077892112,9832,food,19,1,0,1
1063,video,,476,80,46,,630,food,9,0,1,1
1064,video,256,23,96,1,2.900994951,7949,fashion,16,0,1,1
1065,image,229,23,74,35,0.501084521,7029,technology,7,1,0,0
1066,video,76,489,91,18,1.585599512,4449,food,13,1,0,1
1067,text,99,3,95,16,1.437043139,4856,food,20,0,0,0
1068,text,144,322,64,4,1.62717326,1901,sports,22,0,0,1
1069,image,256,289,46,38,4.126576291,5256,fashion,7,0,1,1
1070,image,292,440,91,17,1.758532354,7956,food,4,0,1,0
1071,image,200,432,52,6,1.361845949,5561,sports,15,1,1,0
1072,text,137,470,70,16,2.769185574,9328,food,7,1,1,0
1073,video,93,180,1,38,4.395402664,5402,food,9,1,1,1
1074,text,254,247,23,35,1.586073667,7532,food,7,0,0,1
1075,image,71,115,3,39,0.853413093,6289,sports,8,0,1,0
1076,video,220,278,18,44,2.103821311,1242,technology,17,1,1,1
1077,video,214,364,25,3,3.864433211,7176,food,2,0,0,0
1078,text,238,68,74,37,2.978107451,7714,food,16,1,1,1
1079,image,146,350,39,24,4.175570163,4940,technology,19,1,0,1
1080,text,233,253,49,4,4.818164664,1729,food,14,1,1,1
1081,video,52,180,42,29,4.066981145,5162,fashion,20,1,1,0
1082,text,240,317,74,11,3.217113855,862,food,16,1,1,1
1083,text,167,168,66,3,2.720037146,7005,fashion,7,1,0,0
1084,image,68,312,11,23,0.680310889,4989,technology,1,1,1,0
1085,image,72,248,66,28,4.929448905,4939,sports,16,0,0,0
1086,video,206,187,26,8,2.225665052,4057,technology,17,1,1,0
1087,text,79,53,53,3,1.185026963,657,food,4,1,1,0
1088,text,88,325,65,23,3.500189849,4721,fashion,8,0,0,0
1089,text,157,356,48,13,1.779297301,939,sports,8,1,0,0
1090,video,160,312,15,4,3.136002219,8294,food,1,0,1,0
1091,video,74,137,1,17,3.140455585,9343,sports,1,1,0,0
1092,image,177,167,59,41,2.505784194,9696,sports,18,0,1,1
1093,image,278,390,53,18,4.26253377,8448,food,22,0,1,0
1094,image,160,102,29,11,1.692351777,7098,technology,2,0,0,1
1095,text,185,421,83,17,2.518846662,610,food,16,1,0,0
1096,text,155,84,37,16,2.919614579,1237,food,13,0,0,1
1097,image,235,316,27,29,3.486311243,5706,technology,13,1,1,1
1098,text,193,211,24,23,4.027873327,4766,fashion,13,1,0,1
1099,image,121,2,95,10,2.276632773,9006,food,5,1,1,1
1100,video,178,383,9,34,3.407211248,5534,sports,2,1,0,1
1101,image,157,178,59,22,1.177749289,6546,food,0,1,0,1
1102,video,54,341,41,16,4.696916452,2754,food,15,1,0,0
1103,text,,302,39,0,,1090,sports,3,1,0,0
1104,image,242,451,96,14,3.782846399,7920,technology,0,0,0,0
1105,text,181,475,76,31,0.591534868,2260,fashion,16,1,1,0
1106,video,153,331,41,8,1.423342143,5840,fashion,17,1,0,0
1107,video,276,37,46,14,2.691871449,4557,sports,7,0,0,0
1108,video,273,498,36,27,4.452136105,2163,technology,1,1,1,1
1109,text,113,419,79,23,2.872648175,2077,food,17,0,1,0
1110,text,155,238,21,34,4.68441717,8667,food,15,0,1,1
1111,text,147,168,56,21,2.677086035,9033,food,9,1,1,1
1112,text,284,452,83,26,2.707020935,2767,food,7,1,0,1
1113,video,266,396,26,18,1.038860548,9532,food,11,0,0,1
1114,video,,342,40,44,,5019,sports,21,1,1,1
1115,image,198,313,79,11,1.611344356,8709,food,15,0,0,1
1116,image,177,305,33,19,4.548256202,7742,food,11,0,1,0
1117,text,95,29,31,0,4.598708991,8898,technology,10,1,1,1
1118,video,280,189,89,20,4.744895503,8859,food,19,0,0,1
1119,video,268,356,88,48,2.841037201,643,fashion,18,1,0,0
1120,video,204,24,65,44,3.546922032,983,sports,0,1,1,0
1121,image,115,111,11,0,4.00332146,4898,sports,2,0,0,0
1122,image,218,410,39,9,1.089565784,8140,sports,11,0,1,0
1123,video,161,434,72,46,3.204307377,9515,fashion,8,1,1,0
1124,video,62,205,75,31,0.654340556,5818,food,20,1,1,0
1125,video,186,184,89,38,2.739047375,2168,sports,21,1,1,0
1126,image,293,381,72,21,1.196792067,7578,fashion,4,0,0,1
1127,video,213,495,9,17,1.323153167,8220,technology,0,1,1,0
1128,video,135,378,95,47,2.14271405,7920,food,9,0,1,1
1129,text,283,46,97,45,2.44596725,1886,fashion,16,0,1,0
1130,text,139,373,47,31,3.30427591,5815,food,3,0,0,0
1131,image,107,227,19,26,0.834927883,9749,technology,14,1,1,1
1132,video,103,38,38,27,2.766612926,8369,fashion,18,0,1,0
1133,video,61,15,59,17,1.321813086,1408,food,7,1,0,0
1134,text,258,21,65,38,3.082888288,8939,fashion,22,0,1,0
1135,image,255,212,64,48,3.368320755,8844,sports,14,1,1,0
1136,text,,309,50,28,,8573,food,6,1,1,0
1137,text,170,148,35,17,3.822329797,9573,fashion,14,0,1,0
1138,text,,455,23,43,,4961,sports,7,1,0,0
1139,text,230,240,26,7,3.942979662,2876,technology,22,0,0,1
1140,video,170,271,1,30,2.447451868,1696,food,9,0,0,0
1141,video,69,58,30,33,2.678830242,579,food,17,0,1,1
1142,text,124,286,56,6,3.416459573,3412,technology,3,0,0,1
1143,image,193,425,77,35,0.582612728,6256,sports,14,0,0,1
1144,image,292,201,65,17,3.442973996,8019,technology,10,0,1,1
1145,image,272,31,28,37,3.283633171,6844,food,21,0,0,1
1146,image,296,442,14,8,1.894312025,3998,fashion,2,1,0,1
1147,text,,161,11,8,,2172,sports,14,0,0,1
1148,video,105,254,27,45,0.909209525,9587,sports,2,0,1,0
1149,image,260,253,83,7,4.654506861,5724,sports,14,1,1,0
1150,text,150,8,23,34,3.601756946,1038,technology,5,1,0,0
1151,image,235,464,20,17,1.071961762,8276,technology,0,0,0,1
1152,image,181,138,9,4,2.105254262,861,fashion,13,0,1,0
1153,text,160,479,77,13,3.166173473,7354,fashion,15,0,1,1
1154,video,174,9,17,27,4.260072673,1769,sports,0,1,1,1
1155,video,181,213,87,29,0.696474179,7228,fashion,20,0,1,0
1156,text,69,272,13,3,1.564849092,3962,technology,16,1,0,1
1157,video,187,323,33,38,4.503870456,2785,fashion,7,0,1,1
1158,text,73,47,57,19,0.541244976,6734,technology,17,0,0,0
1159,text,295,435,75,24,1.406295963,2031,fashion,15,1,1,1
1160,text,276,110,21,27,4.815608792,7408,food,5,0,1,0
1161,video,203,152,69,11,3.260308309,4039,technology,9,0,1,1
1162,text,86,122,35,1,1.67752115,1226,food,9,0,1,1
1163,image,279,404,44,42,0.801459925,6121,technology,4,1,0,0
1164,video,262,356,35,13,0.626861032,6537,fashion,11,0,0,0
1165,video,103,101,21,21,1.601352858,7139,food,19,0,0,0
1166,video,281,240,77,30,4.466686188,5473,fashion,16,1,1,1
1167,video,152,320,79,22,2.371611444,1303,technology,13,1,0,1
1168,image,198,190,60,47,3.741500161,4235,food,13,0,1,0
1169,video,251,216,99,19,4.632282659,8811,sports,2,0,1,0
1170,video,87,50,55,37,2.336182077,8004,fashion,11,1,0,0
1171,text,223,291,88,3,1.36074817,2383,technology,19,0,1,1
1172,video,,80,95,14,,4658,food,17,0,1,1
1173,image,237,488,32,23,4.586376592,5447,fashion,11,1,0,0
1174,image,106,382,44,24,4.119684864,7967,food,1,0,1,0
1175,image,222,87,35,0,0.796234295,6044,fashion,1,0,1,0
1176,image,69,193,19,6,3.6165776,8774,fashion,16,1,0,1
1177,video,66,103,17,30,3.073538851,2577,fashion,9,0,0,0
1178,video,168,270,37,11,4.583584294,3193,food,17,0,1,0
1179,image,120,95,66,41,1.051166376,8634,food,21,0,0,0
1180,image,53,422,22,4,2.903162509,7307,fashion,18,1,1,1
1181,video,270,378,95,43,4.457582121,9754,sports,20,0,0,1
1182,image,63,197,15,49,2.34510704,9494,sports,0,1,1,0
1183,text,52,0,58,41,2.66897713,9913,sports,23,1,0,1
1184,image,265,494,68,37,0.81707305,6327,technology,3,0,0,0
1185,image,278,406,67,11,1.751646382,3635,sports,3,1,1,0
1186,text,129,377,20,38,1.960279921,7104,food,1,0,0,0
1187,text,235,166,77,17,4.753051019,3013,sports,18,0,0,0
1188,video,104,125,94,1,1.772003122,9481,food,20,0,1,1
1189,video,293,312,77,9,2.573909309,2440,technology,11,1,0,0
1190,text,181,80,69,14,3.520869906,9895,food,9,0,0,0
1191,text,,417,11,29,,5389,food,12,0,0,1
1192,video,73,250,15,43,2.688990742,697,food,21,0,1,0
1193,image,211,168,80,16,3.823425678,8936,sports,22,1,0,1
1194,text,207,476,86,3,4.400848459,7245,fashion,19,1,1,0
1195,video,131,72,13,6,3.318166736,3002,food,22,0,1,0
1196,image,196,140,60,40,3.510740819,6745,sports,14,0,0,0
1197,text,208,69,70,30,1.068275627,9055,sports,2,0,1,0
1198,image,237,261,45,38,4.755994238,7794,sports,22,0,1,1
1199,video,109,339,31,33,1.096583349,4930,fashion,19,1,1,0
1200,text,196,307,14,5,3.986028217,7646,fashion,12,1,1,1
1201,image,98,244,43,49,1.691673448,7468,fashion,7,1,0,1
1202,text,112,2,16,37,4.701169147,9934,fashion,6,1,0,1
1203,image,159,336,40,44,3.739817927,2260,technology,23,1,0,0
1204,video,260,62,53,33,3.892161708,5978,fashion,7,1,1,1
1205,video,199,48,43,43,1.485766279,7763,fashion,17,1,1,1
1206,text,201,75,97,14,2.493679895,3849,fashion,8,0,0,1
1207,image,158,367,4,13,3.280159376,3022,food,5,0,1,0
1208,text,125,174,26,5,3.964881282,6586,food,3,0,0,0
1209,text,79,108,86,49,0.967817192,8212,fashion,14,0,1,1
1210,image,107,182,77,36,4.830643924,8871,technology,4,0,0,1
1211,image,279,191,78,49,4.505993017,3904,food,4,0,0,0
1212,image,166,64,42,31,1.716568657,4978,sports,6,1,0,1
1213,video,208,336,96,2,4.202421094,2468,food,8,0,1,1
1214,text,149,450,30,2,2.832457654,8193,sports,6,1,0,1
1215,text,241,473,98,21,2.578129167,4032,food,8,0,1,0
1216,video,68,270,16,21,1.914953476,5708,fashion,19,1,1,1
1217,image,225,99,91,9,3.11435864,6735,food,9,1,0,1
1218,video,222,31,82,2,3.78450103,6495,fashion,3,0,0,0
1219,video,277,351,53,11,2.349198072,6201,fashion,5,0,1,1
1220,video,143,127,61,28,3.331486369,9392,food,23,0,1,0
1221,text,232,451,86,47,3.646908145,9962,sports,13,0,0,0
1222,video,162,401,31,16,3.700048177,5631,sports,8,0,0,0
1223,text,232,368,39,6,0.733847442,5070,food,0,1,1,1
1224,text,274,338,12,12,4.368865126,6444,fashion,16,0,0,1
1225,text,195,42,83,1,2.562139916,8508,sports,12,1,0,1
1226,image,112,371,34,3,1.680872368,475,technology,23,1,0,1
1227,text,165,418,4,9,1.587940284,7987,fashion,6,1,0,1
1228,text,162,487,72,38,2.673563508,1709,food,8,0,1,1
1229,image,269,77,28,23,4.490741928,3039,fashion,10,0,1,1
1230,text,96,313,69,16,2.202564118,4162,technology,2,0,0,1
1231,video,252,288,24,5,3.873765861,1713,technology,11,0,0,0
1232,video,106,269,94,18,0.935684289,6678,sports,20,0,1,1
1233,text,,161,21,4,,7951,technology,2,0,1,1
1234,image,94,188,65,31,4.962587632,3779,fashion,14,1,1,0
1235,video,210,246,44,9,3.966970113,7640,sports,20,0,1,1
1236,image,194,387,68,8,1.447378198,9588,technology,9,1,1,0
1237,image,247,215,90,26,2.756486632,7174,sports,0,1,0,1
1238,video,53,314,88,12,1.551311436,4096,sports,13,0,0,1
1239,image,197,412,71,18,2.343024173,4886,food,19,0,1,0
1240,video,289,338,0,20,4.010378107,5795,sports,5,0,1,0
1241,image,96,389,83,23,3.970511669,9447,sports,1,0,0,1
1242,video,268,376,43,37,1.526451701,7098,technology,22,0,1,0
1243,text,192,480,86,3,4.650004932,2466,fashion,7,0,1,1
1244,video,247,432,95,23,3.166556822,6864,fashion,0,1,0,1
1245,video,96,167,74,34,2.209659309,9076,technology,3,1,0,1
1246,video,127,338,38,2,2.758710114,9373,fashion,3,1,0,1
1247,video,173,192,53,3,3.22282064,1714,sports,4,1,0,1
1248,image,124,452,87,36,3.019507393,4655,food,19,1,1,1
1249,text,152,282,74,39,2.68882266,2516,sports,8,1,0,0
1250,video,186,335,28,47,2.772197618,7388,sports,22,0,1,0
1251,image,139,389,53,34,1.293853597,6962,food,12,0,1,0
1252,text,193,487,89,30,4.157298069,3753,technology,17,0,1,1
1253,text,118,12,15,43,2.93792144,6739,sports,16,1,1,0
1254,text,298,239,98,24,1.089859378,596,sports,0,1,0,1
1255,text,293,319,19,39,3.947706957,604,technology,21,1,1,0
1256,video,110,445,45,12,4.695997903,7799,sports,14,0,1,1
1257,video,187,482,66,3,4.762881047,5833,sports,1,0,1,1
1258,image,99,146,64,45,2.160579796,8155,fashion,15,0,0,1
1259,image,52,203,57,13,1.109825931,3316,technology,19,1,0,1
1260,image,254,79,52,12,2.83279832,5788,sports,21,1,0,1
1261,text,156,378,0,26,1.006741532,9700,sports,4,1,0,0
1262,text,162,42,80,5,4.702943383,4464,food,21,0,0,1
1263,video,143,457,65,16,1.326108323,6142,food,18,1,1,0
1264,text,167,88,28,35,1.63744637,1577,food,4,0,0,1
1265,text,286,147,83,39,2.329864371,5060,sports,1,0,1,1
1266,text,247,94,69,48,2.224240109,2497,sports,6,0,0,1
1267,image,130,451,7,34,4.075983016,8401,food,2,0,1,0
1268,image,158,427,28,16,2.553425692,8941,fashion,16,0,0,1
1269,video,100,150,50,40,1.26845717,6294,fashion,23,0,1,0
1270,text,294,1,32,1,1.70244453,7670,fashion,23,0,0,1
1271,text,196,375,2,12,2.791010233,7830,fashion,2,1,1,0
1272,video,219,21,59,1,1.163542628,1599,technology,12,0,1,0
1273,text,84,370,34,27,3.25245054,7335,food,6,1,1,0
1274,text,,312,68,42,,695,sports,23,0,1,1
1275,image,203,484,90,25,3.716160424,1078,food,2,0,1,1
1276,video,292,327,75,21,4.719670769,830,fashion,14,0,1,0
1277,video,118,6,83,46,4.605145525,156,sports,17,1,0,1
1278,video,142,205,19,42,4.757340281,2343,technology,9,0,0,1
1279,video,,439,72,2,,5979,food,22,0,1,1
1280,image,214,374,38,34,1.09204388,1801,sports,6,1,1,0
1281,image,261,450,3,11,1.860245152,7329,sports,8,1,1,0
1282,text,98,113,18,23,4.527883277,1386,fashion,4,1,1,1
1283,text,198,271,90,4,4.874240636,8403,fashion,19,1,1,0
1284,text,123,82,44,19,4.36696228,9493,food,7,0,1,1
1285,text,241,178,42,38,0.995079745,1047,technology,13,0,1,1
1286,image,54,209,12,38,4.763425991,4221,sports,3,1,0,0
1287,video,149,499,12,12,2.405111123,6653,fashion,19,0,1,0
1288,image,119,463,59,40,0.541896308,857,food,13,1,1,1
1289,text,139,327,56,44,2.490771833,5751,fashion,11,1,0,1
1290,image,53,123,85,11,0.707311264,7373,food,1,1,0,1
1291,video,175,480,91,12,2.947450645,3635,fashion,12,0,1,0
1292,video,280,112,51,9,2.023493123,2393,technology,0,1,0,0
1293,image,88,11,52,32,2.630457201,1204,sports,19,0,0,1
1294,image,291,125,85,39,3.259266623,8953,fashion,6,0,0,1
1295,image,212,52,42,15,4.409604931,1008,sports,8,0,1,0
1296,text,178,330,82,44,3.478557094,6639,food,16,1,1,1
1297,image,73,388,71,34,2.453219908,4717,technology,20,0,0,0
1298,image,106,282,71,2,4.187425342,7169,sports,22,1,1,0
1299,image,,139,41,4,,2411,fashion,12,0,1,1
1300,video,119,400,89,25,1.038919849,889,sports,22,0,1,1
1301,video,90,389,25,10,2.893698399,271,sports,9,0,0,0
1302,text,231,96,22,6,1.780303819,8089,food,15,1,0,1
1303,text,223,4,42,9,0.71177539,1985,technology,5,1,0,0
1304,video,,56,76,41,,8767,technology,15,1,0,0
1305,video,157,411,27,33,4.382468499,1149,sports,10,1,1,0
1306,video,237,333,8,2,1.233061945,4229,sports,19,0,1,1
1307,image,106,68,19,7,4.155861459,1261,food,2,0,1,1
1308,image,80,117,55,30,4.340280801,915,sports,8,1,0,1
1309,video,133,375,82,10,4.614531992,3866,food,14,1,0,0
1310,image,201,58,38,44,1.693782901,9045,technology,12,1,1,0
1311,image,266,32,50,6,4.567788793,4761,technology,9,1,0,0
1312,text,85,317,11,44,1.942982396,8753,food,19,0,0,0
1313,video,262,49,78,1,2.985521061,3339,sports,23,1,1,1
